index,time,normalized_flux,anomaly_score,is_anomaly
0,1712620800.0,-0.40012135695396434,1.4406509399414062,0
1,1714867200.0,-0.37626800420369305,1.445212960243225,0
2,1715731200.0,-0.41324070096661353,1.410486102104187,0
3,1715990400.0,-0.37626800420369305,1.4291861057281494,0
4,1716508800.0,-0.31663462232801487,1.4267271757125854,0
5,1716768000.0,-0.2212212113269298,1.4311585426330566,0
6,1717200000.0,-0.23314788770206543,1.4308700561523438,0
7,1717372800.0,-0.41920403915418136,1.4624191522598267,0
8,1718668800.0,0.9941071112993912,1.4805104732513428,0
9,1719532800.0,-0.37626800420369305,1.499060034751892,1
10,1720742400.0,-0.2212212113269298,1.4959725141525269,1
11,1720828800.0,1.257686659189889,1.5086909532546997,1
12,1721433600.0,5.551290154238718,1.5214576721191406,1
13,1722297600.0,-0.4180113715166678,1.4657448530197144,0
14,1724112000.0,-0.3047079459528792,1.4165935516357422,0
15,1724544000.0,-0.42158937442920846,1.3710402250289917,0
16,1725408000.0,-0.2927812695777436,1.3341875076293945,0
17,1725580800.0,-0.44067205662942543,1.3032753467559814,0
18,1727049600.0,-0.31663462232801487,1.2763296365737915,0
19,1727481600.0,-0.14966115307611597,1.2497228384017944,0
20,1728086400.0,-0.4180113715166678,1.2294378280639648,0
21,1729555200.0,-0.35241465145342177,1.2107245922088623,0
22,1731196800.0,-0.31663462232801487,1.192418098449707,0
23,1732838400.0,-0.19140452038909073,1.1742383241653442,0
24,1733011200.0,-0.07810109482530217,1.1574114561080933,0
25,1734652800.0,3.5237551704656593,1.1441700458526611,0
26,1735344000.0,-0.40012135695396434,1.1179457902908325,0
27,1736467200.0,-0.4180113715166678,1.0927879810333252,0
28,1736553600.0,-0.41204803332909995,1.0685216188430786,0
29,1738454400.0,-0.37626800420369305,1.0473275184631348,0
30,1738800000.0,-0.4442500595419661,1.0270395278930664,0
31,1738886400.0,-0.4287453802542899,1.0078932046890259,0
32,1739318400.0,-0.37626800420369305,0.9751206040382385,0
33,1740182400.0,-0.17351450582638728,0.9598091244697571,0
34,1741824000.0,1.615486950443958,0.9471017718315125,0
35,1742256000.0,-0.13773447670098032,0.9285436868667603,0
36,1742515200.0,-0.37626800420369305,0.9111027717590332,0
37,1742774400.0,-0.3404879750782861,0.8910208344459534,0
38,1743033600.0,2.331087532952096,0.870323896408081,0
39,1743206400.0,-0.3047079459528792,0.8378064036369324,0
40,1744070400.0,-0.44067205662942543,0.8049965500831604,0
41,1745193600.0,-0.4335160508043441,0.7675613760948181,0
42,1745798400.0,-0.38819468057882867,0.7358551621437073,0
43,1748649600.0,0.6613528404331072,0.6923913359642029,0
44,1750464000.0,-0.41204803332909995,0.6432780623435974,0
45,1750896000.0,0.5063060475563439,0.6381096839904785,0
46,1752192000.0,-0.40012135695396434,0.6330893039703369,0
47,1754956800.0,-0.35241465145342177,0.629874587059021,0
48,1755561600.0,1.3769534229412452,0.622707724571228,0
49,1757289600.0,-0.38819468057882867,0.6123704314231873,0
50,1757376000.0,-0.006541036574488367,0.5995891690254211,0
51,1757462400.0,-0.4144333686041271,0.5884657502174377,0
52,1757721600.0,0.041165668926054146,0.5688596367835999,0
53,1760918400.0,-0.4442500595419661,0.546233594417572,0
54,1762819200.0,-0.19736785857665848,0.5218892693519592,0
55,1763164800.0,-0.14966115307611597,0.49586546421051025,0
56,1765843200.0,-0.18544118220152292,0.463653028011322,0
57,1769731200.0,-0.38819468057882867,0.41372689604759216,0
58,1769817600.0,-0.3047079459528792,0.4099952280521393,0
59,1770681600.0,-0.44067205662942543,0.40928903222084045,0
60,1773705600.0,-0.09002777120043781,0.41434547305107117,0
61,1773964800.0,-0.4144333686041271,0.4082283675670624,0
62,1774224000.0,-0.32856129870315043,0.40314263105392456,0
63,1775001600.0,-0.43709405371688476,0.39192596077919006,0
