index,time,normalized_flux,anomaly_score,is_anomaly
0,1710633600.0,-0.4054640725603675,1.3535326719284058,0
1,1712620800.0,-0.4054640725603675,1.3510222434997559,0
2,1714867200.0,-0.3821241570878919,1.3532315492630005,0
3,1715731200.0,-0.41830102607022907,1.328784704208374,0
4,1715990400.0,-0.3821241570878919,1.3381303548812866,0
5,1716508800.0,-0.3237743684067028,1.3564702272415161,0
6,1716768000.0,-0.2304147065168003,1.363555908203125,0
7,1717200000.0,-0.24208466425303812,1.3588207960128784,0
8,1717372800.0,-0.42413600493834797,1.3889849185943604,0
9,1718668800.0,0.9587539868058325,1.4065123796463013,0
10,1719532800.0,-0.3821241570878919,1.425102710723877,1
11,1720742400.0,-0.2304147065168003,1.4335135221481323,1
12,1720828800.0,1.2166600527766882,1.449636697769165,1
13,1721433600.0,5.4178448378223,1.453452229499817,1
14,1722297600.0,-0.4229690091647242,1.4029252529144287,0
15,1724112000.0,-0.312104410670465,1.3573899269104004,0
16,1724544000.0,-0.4264699964855955,1.3129703998565674,0
17,1725408000.0,-0.30043445293422716,1.277522325515747,0
18,1725580800.0,-0.445141928863576,1.2503101825714111,0
19,1727049600.0,-0.3237743684067028,1.2263267040252686,0
20,1727481600.0,-0.16039496009937343,1.2011276483535767,0
21,1728086400.0,-0.4229690091647242,1.1815818548202515,0
22,1729555200.0,-0.3587842416154163,1.1608408689498901,0
23,1731196800.0,-0.3237743684067028,1.146325945854187,0
24,1732838400.0,-0.20123981217620582,1.1283349990844727,0
25,1733011200.0,-0.09037521368194658,1.1136143207550049,0
26,1734652800.0,3.433952022661872,1.0988459587097168,0
27,1735344000.0,-0.4054640725603675,1.073851466178894,0
28,1736467200.0,-0.4229690091647242,1.0504595041275024,0
29,1736553600.0,-0.41713403029660523,1.0282450914382935,0
30,1738454400.0,-0.3821241570878919,1.0282450914382935,0
31,1738800000.0,-0.44864291618444735,1.0282450914382935,0
32,1738886400.0,-0.4334719711273382,1.0170282125473022,0
33,1739318400.0,-0.3821241570878919,1.0051895380020142,0
34,1740182400.0,-0.1837348755718491,0.9921354651451111,0
35,1741824000.0,1.5667587848638227,0.9820082187652588,0
36,1742256000.0,-0.14872500236313563,0.966268002986908,0
37,1742515200.0,-0.3821241570878919,0.9461888670921326,0
38,1742774400.0,-0.3471142838791785,0.9261940121650696,0
39,1743033600.0,2.266956249038091,0.9080356955528259,0
40,1743206400.0,-0.312104410670465,0.8736424446105957,0
41,1744070400.0,-0.445141928863576,0.8391115069389343,0
42,1745193600.0,-0.4381399542218333,0.7984856367111206,0
43,1745798400.0,-0.3937941148241297,0.7580664157867432,0
44,1748649600.0,0.6331621659647977,0.7060046792030334,0
45,1750464000.0,-0.41713403029660523,0.6561890244483948,0
46,1750896000.0,0.48145271539370615,0.6535651683807373,0
47,1752192000.0,-0.4054640725603675,0.6520797610282898,0
48,1754956800.0,-0.3587842416154163,0.6559121608734131,0
49,1755561600.0,1.3333596301390664,0.6543294787406921,0
50,1757289600.0,-0.3937941148241297,0.6446782350540161,0
51,1757376000.0,-0.020355467264519714,0.6320821046829224,0
52,1757462400.0,-0.41946802184385285,0.6248525381088257,0
53,1757721600.0,0.026324363680431506,0.6065691709518433,0
54,1760918400.0,-0.44864291618444735,0.5925735235214233,0
55,1762819200.0,-0.20707479104432466,0.555921733379364,0
56,1763164800.0,-0.16039496009937343,0.5277954936027527,0
57,1765843200.0,-0.19540483330808692,0.47334474325180054,0
58,1769731200.0,-0.3937941148241297,0.3928365707397461,0
59,1769817600.0,-0.312104410670465,0.38975489139556885,0
60,1770681600.0,-0.445141928863576,0.38402611017227173,0
