index,time,normalized_flux,anomaly_score,is_anomaly
0,1710633600.0,-0.4054640725603675,1.425472378730774,0
1,1712620800.0,-0.4054640725603675,1.436215877532959,0
2,1714867200.0,-0.3821241570878919,1.454420566558838,0
3,1715731200.0,-0.41830102607022907,1.4701716899871826,0
4,1715990400.0,-0.3821241570878919,1.4755980968475342,0
5,1716508800.0,-0.3237743684067028,1.4831956624984741,0
6,1716768000.0,-0.2304147065168003,1.4890289306640625,0
7,1717200000.0,-0.24208466425303812,1.4935405254364014,0
8,1717372800.0,-0.42413600493834797,1.5146934986114502,0
9,1718668800.0,0.9587539868058325,1.5340557098388672,0
10,1719532800.0,-0.3821241570878919,1.5438381433486938,1
11,1720742400.0,-0.2304147065168003,1.5551276206970215,1
12,1720828800.0,1.2166600527766882,1.561531901359558,1
13,1721433600.0,5.4178448378223,1.5620744228363037,1
14,1722297600.0,-0.4229690091647242,1.5050214529037476,0
15,1724112000.0,-0.312104410670465,1.4597450494766235,0
16,1724544000.0,-0.4264699964855955,1.4179414510726929,0
17,1725408000.0,-0.30043445293422716,1.3786970376968384,0
18,1725580800.0,-0.445141928863576,1.350462555885315,0
19,1727049600.0,-0.3237743684067028,1.3234516382217407,0
20,1727481600.0,-0.16039496009937343,1.3009384870529175,0
21,1728086400.0,-0.4229690091647242,1.2782831192016602,0
22,1729555200.0,-0.3587842416154163,1.2588233947753906,0
23,1731196800.0,-0.3237743684067028,1.2398427724838257,0
24,1732838400.0,-0.20123981217620582,1.2216598987579346,0
25,1733011200.0,-0.09037521368194658,1.2045546770095825,0
26,1734652800.0,3.433952022661872,1.1880253553390503,0
27,1735344000.0,-0.4054640725603675,1.161055326461792,0
28,1736467200.0,-0.4229690091647242,1.1353659629821777,0
29,1736553600.0,-0.41713403029660523,1.1118152141571045,0
30,1738454400.0,-0.3821241570878919,1.1118152141571045,0
31,1738800000.0,-0.44864291618444735,1.1118152141571045,0
32,1738886400.0,-0.4334719711273382,1.1009994745254517,0
33,1739318400.0,-0.3821241570878919,1.0886437892913818,0
34,1740182400.0,-0.1837348755718491,1.073747992515564,0
35,1741824000.0,1.5667587848638227,1.0566834211349487,0
36,1742256000.0,-0.14872500236313563,1.0390586853027344,0
37,1742515200.0,-0.3821241570878919,1.0189701318740845,0
38,1742774400.0,-0.3471142838791785,0.9970111846923828,0
39,1743033600.0,2.266956249038091,0.9730061888694763,0
40,1743206400.0,-0.312104410670465,0.9391533136367798,0
41,1744070400.0,-0.445141928863576,0.9006950259208679,0
42,1745193600.0,-0.4381399542218333,0.861696720123291,0
43,1745798400.0,-0.3937941148241297,0.8162736892700195,0
44,1748649600.0,0.6331621659647977,0.7679142951965332,0
45,1750464000.0,-0.41713403029660523,0.7178385853767395,0
46,1750896000.0,0.48145271539370615,0.7186091542243958,0
47,1752192000.0,-0.4054640725603675,0.7141813635826111,0
48,1754956800.0,-0.3587842416154163,0.7114964723587036,0
49,1755561600.0,1.3333596301390664,0.7114925980567932,0
50,1757289600.0,-0.3937941148241297,0.6996062994003296,0
51,1757376000.0,-0.020355467264519714,0.6885424852371216,0
52,1757462400.0,-0.41946802184385285,0.6705276370048523,0
53,1757721600.0,0.026324363680431506,0.6540285348892212,0
54,1760918400.0,-0.44864291618444735,0.6287883520126343,0
55,1762819200.0,-0.20707479104432466,0.5997052788734436,0
56,1763164800.0,-0.16039496009937343,0.5625921487808228,0
57,1765843200.0,-0.19540483330808692,0.5090091824531555,0
58,1769731200.0,-0.3937941148241297,0.42592430114746094,0
59,1769817600.0,-0.312104410670465,0.4224541187286377,0
60,1770681600.0,-0.445141928863576,0.42884430289268494,0
