diaObjectId,days ago,sherlock,nDiaSources,psfFlux,absMag
313875416837259419,0.2,AGN,527,2996,
313853517410336797,0.2,AGN,1080,4310,
170028510612553881,0.2,AGN,400,1,
313853517421871185,0.2,AGN,1171,7034,
313853533311467525,0.2,SN,490,2782,-19.8
313853533386440709,0.2,SN,103,3096,
170028510635098274,0.2,AGN,445,1,
313875415246569500,0.2,AGN,357,295401,
170028500558282784,0.2,AGN,291,8469,
313871013244305469,0.2,AGN,984,1810,
313875416186617913,0.2,AGN,276,4252,
313875416261591068,0.2,AGN,620,3240,
170028500565098650,0.2,AGN,977,1,
313998569462300707,0.2,AGN,134,2100,
313888627087638650,0.2,AGN,240,3040,
170028500599177400,0.2,AGN,947,1,
170028516417994913,0.2,SN,215,1,
313888627089735851,0.2,AGN,343,1,
170028500600750248,0.2,SN,1010,1,
170019717277810735,0.2,SN,736,45364,
170050497400012972,0.2,NT,34,1600,-20.1
313871014188548255,0.2,AGN,587,2071,
313862203477852296,0.2,SN,500,1,
170028510905107100,0.2,AGN,470,1,
313972183125196867,0.2,AGN,291,2713,
170028500613857402,0.2,AGN,1009,1,
170028500617003148,0.2,AGN,754,1,
170028500624867441,0.2,AGN,792,1,
170046091330846816,0.2,AGN,65,3377,
170046091649089715,0.2,AGN,59,9208,
313853517871710295,0.2,AGN,1016,2144,
313853517891633233,0.2,SN,251,2671,-19.0
313853517937770542,0.2,AGN,762,2511,
170046091792744717,0.2,AGN,50,1,
170028516580524151,0.2,SN,166,1,
170046092008751298,0.2,AGN,20,1,
313853532973301807,0.2,AGN,848,1902,
170028510513987697,0.2,AGN,1058,1,
170028510531289210,0.2,AGN,314,1,
313967766705537130,0.2,AGN,460,6903,
170028512434454568,0.2,AGN,91,1566,
313871015709507715,0.2,AGN,524,1930,
170046105078727699,0.2,SN,137,1,
170028510547017824,0.2,AGN,134,9008,
313871013132107802,0.2,AGN,436,1597,
170028510547017879,0.2,AGN,867,1,
313853533172006952,0.2,AGN,272,1771,
313853533190357084,0.2,AGN,308,1935,
313853517410336787,0.2,AGN,974,3445,
