diaObjectId,days ago,sherlock,nDiaSources,psfFlux,absMag
170028512775241784,0.3,AGN,181,2817,
313853517568672729,0.3,AGN,348,4642,
313853517588594758,0.3,AGN,759,3053,
170019716538040571,0.3,AGN,854,1,
313853517697122415,0.3,AGN,212,2616,
170028510938661013,0.3,AGN,397,1,
170028510939185304,0.3,AGN,344,1,
170028500626440304,0.3,AGN,616,1,
313853517837107288,0.3,AGN,841,9007,
170244000137085024,0.3,SN,9,1470,
170046091701518390,0.3,AGN,94,7251,
313853517952450922,0.3,AGN,285,2456,
313871013100126211,0.3,AGN,372,1881,
313980948190855286,0.3,AGN,276,3513,
170028510516609156,0.3,AGN,245,1,
170046096112353717,0.3,SN,29,1,
170028510535483401,0.3,NT,250,2621,-20.0
313888627042025630,0.3,AGN,846,1,
170028510542823567,0.3,AGN,325,1,
313875416834113673,0.3,AGN,369,2458,
170028510554882192,0.3,AGN,446,1,
170028521432809488,0.3,AGN,173,8095,
313888627052511380,0.3,AGN,24,1773,
170028500537311409,0.3,AGN,666,1,
313893021760356431,0.3,AGN,241,2159,
313875416859803711,0.3,AGN,351,2918,
313875416045060130,0.3,AGN,242,2508,
170028500558807154,0.3,AGN,429,1,
313871013264752719,0.3,AGN,625,2014,
313853533714120748,0.3,AGN,238,2042,
313985345716748353,0.3,AGN,860,1,
313871013301452928,0.3,SN,542,2233,
170019716302635146,0.3,NT,1052,9759,-17.2
313853517487407128,0.3,AGN,746,2594,
313893021459939410,0.3,AGN,775,1,
313871013443534943,0.3,AGN,704,1807,
313853517605371940,0.3,AGN,858,2187,
170028500600750246,0.3,SN,934,1,
313853517627392021,0.3,AGN,624,3697,
313871014206373941,0.3,AGN,852,2093,
313853517741162561,0.3,AGN,1193,3812,
313875416809472025,0.3,AGN,320,3809,
313853517890060377,0.3,AGN,609,1974,
170028510491967601,0.3,AGN,925,1,
170028510507171987,0.3,AGN,312,1,
170028520589754702,0.3,AGN,87,2965,
313853533003710536,0.3,SN,401,2198,
313888627035734156,0.3,AGN,363,1,
170032910192083064,0.3,AGN,84,2116,
313871016644837523,0.3,AGN,971,1,
313875415046291487,0.3,AGN,1096,6220,
313853533418946588,0.3,AGN,629,2102,
313875416850890840,0.3,AGN,291,2273,
170028500555137128,0.3,AGN,604,1,
170028500556710023,0.3,AGN,666,1,
313853533718315009,0.3,AGN,321,3463,
170028510687527780,0.3,AGN,224,1,
313871013356505332,0.3,SN,786,1,
313998569395191982,0.3,AGN,231,1,
313853517533544450,0.3,AGN,670,3673,
170028500582924416,0.3,SN,763,1,
313871013389008923,0.3,AGN,263,2009,
313888627083444374,0.3,AGN,121,2255,
313888627324616736,0.3,AGN,147,2652,
313871014067961896,0.3,AGN,694,2231,
313888627092357124,0.3,AGN,43,1521,
170028510895145109,0.3,AGN,929,1,
170028500630110315,0.3,AGN,784,1,
313928194953052271,0.3,AGN,506,9178,
170046091954225174,0.3,AGN,12,1802,
170028511151522155,0.3,AGN,197,1,
313871013101699209,0.3,AGN,663,2119,
313871013104844803,0.3,AGN,438,1311,
313998570024861863,0.3,AGN,916,1,
313893021618798622,0.3,AGN,528,3600,
313998570052124685,0.3,AGN,131,1607,
170032901867438154,0.3,AGN,356,1775,
313888627048841282,0.3,SN,211,1933,-19.6
313853517410336842,0.3,SN,1059,3535,
313853517416628341,0.3,AGN,930,3336,
313853533281058898,0.3,AGN,974,1880,
313994141002367046,0.3,AGN,1001,1,
313875416770675008,0.3,AGN,712,6864,
313853517474824254,0.3,AGN,1011,2118,
313985345562083345,0.3,AGN,679,2943,
313871013414699017,0.3,AGN,590,3356,
314003014107006318,0.3,NT,72,538132,-19.0
170028500603371665,0.3,AGN,915,1,
313893021469376580,0.3,AGN,64,1131,
170028518078939308,0.3,SN,89,1,
313972183134634071,0.3,AGN,97,2214,
313967766144548993,0.3,AGN,968,1,
170028500626964715,0.3,AGN,426,1,
170235219334922248,0.3,SN,35,11076,
313853517874331739,0.3,AGN,763,2715,
313888627025248344,0.3,AGN,140,2082,
170028510483579739,0.3,AGN,712,1,
313893021524426838,0.3,AGN,184,3064,
313972182662775185,0.3,AGN,43,2479,
313976545489715291,0.3,SN,154,8312,-14.6
313853533275816015,0.3,AGN,865,2115,
313853517436551264,0.3,AGN,369,3188,
313875415216160769,0.3,AGN,566,2386,
313980949358968926,0.3,SN,601,2178,
313853533724606474,0.3,AGN,389,1820,
170028514449817710,0.3,SN,203,1,
170028514455584880,0.3,SN,193,1,
170028514503819942,0.3,SN,52,1,
170028500586594424,0.3,SN,801,1,
170032905506521744,0.3,SN,28,1,
170046091661148334,0.3,AGN,56,1,
313888627169951864,0.3,AGN,320,1,
313875416819957950,0.3,AGN,633,1,
313853517420298303,0.3,AGN,1096,3260,
170028500537835663,0.3,AGN,669,1,
313963406463860740,0.3,SN,136,5398,-13.4
170028500564050031,0.3,AGN,781,1,
170028514455584889,0.3,SN,83,1,
170028514951561301,0.3,SN,178,1,
313871014031786048,0.3,SN,315,2247,-19.8
313853517398802512,0.3,SN,916,12691,
313871013367513090,0.3,AGN,86,1067,
170028514541568146,0.3,SN,158,1,
314003015564525724,0.3,SN,72,1725,
170032906387325013,0.3,SN,38,2400,-18.6
313871013234344056,0.3,AGN,776,2400,
170028514408923255,0.3,SN,76,1,
170032912590700627,0.3,SN,114,1,
313853517483212838,0.3,AGN,501,10516,
313853517865943144,0.3,AGN,565,4819,
313875415239229485,0.3,AGN,127,10605,
170028514415214692,8.2,SN,146,1,
170028514990882979,8.2,SN,99,1,
170028516153753670,8.2,SN,20,1,
170054985505046678,8.2,SN,63,1,
313853533025730667,8.2,AGN,779,1998,
170046094542110827,8.2,SN,13,2784,-9.3
170028514415214710,8.2,SN,94,1,
170054984062730394,8.2,SN,98,1,
170028514409447560,8.2,SN,178,1,
170028514360165546,8.2,AGN,53,1,
170028514411544704,8.2,SN,106,1,
170028514453487736,8.2,SN,36,1,
170028516045750361,8.2,SN,58,1,
170028500588167279,8.2,SN,710,1,
314011776499318954,8.2,SN,225,1,
170226393306628147,8.2,SN,40,4537,
170028516522853370,8.2,SN,56,1,
170230797063684170,8.2,SN,25,3000,-12.8
170028516719984745,8.2,SN,75,1,
170028516827988059,8.2,SN,9,1,
170028511331352604,8.2,AGN,810,1,
170028524472107131,8.2,SN,81,1,
170028500580827291,8.2,AGN,222,1,
170050494168826076,8.2,SN,117,1,
170050501716476148,8.2,SN,187,1,
170226393376358423,8.2,SN,28,3633,
170230797041139779,8.2,SN,24,2881,-19.8
170028516557979771,8.2,SN,11,1,
170028516711071838,8.2,SN,77,1,
313853533033070596,8.2,SN,826,2257,
170028500537835652,8.2,AGN,652,1,
170028500545176199,8.2,SN,247,1,
313871013233819829,8.2,AGN,79,1728,
313871013251645578,8.2,SN,207,1258,
313853517464862735,8.2,SN,389,2174,-18.3
313888627218186347,8.2,SN,734,1,
313888627086590051,8.2,SN,942,3625,-19.5
170028500595507341,8.2,AGN,922,1,
314003014280020037,8.2,AGN,512,2225,
170028516421664899,8.2,SN,40,1,
170028500603895935,8.2,AGN,583,1,
313879819412046118,8.2,AGN,275,178284,
170028516430577794,8.2,SN,31,1482,
170054985907699837,8.2,SN,19,2697,-20.3
313853517817184261,8.2,AGN,803,2254,
313853517843923067,8.2,SN,792,1,
313998569740173513,8.2,AGN,133,1,
170046092070617230,8.2,AGN,27,1,
313853517990199416,8.2,AGN,719,1,
170046093855817819,8.2,SN,15,1329,
313888627176243325,8.2,AGN,604,1,
170046105383338287,8.2,SN,162,1,
170028517058674767,8.2,SN,78,1,
313967767198368216,8.2,NT,25,2330,
313888627051987078,8.2,AGN,523,1,
313888627054084215,8.2,AGN,225,1,
313875416147296298,8.2,AGN,404,2127,
313853517469581345,8.2,AGN,806,2189,
170028500572438685,8.2,AGN,504,1,
170019716303683598,8.2,SN,1047,5631,
314003013964398678,8.2,SN,211,2103,-19.0
170028516399120519,8.2,SN,188,1,
313888627014762673,8.2,SN,377,1,
313871014246219789,8.2,AGN,224,2075,
170032899865706635,8.2,AGN,618,1,
170230797159104514,8.2,SN,22,2761,-19.3
170028510506123401,8.2,AGN,627,1,
170028513484079192,8.2,AGN,224,1822,
313871015569522824,8.2,AGN,535,1822,
313875416825725005,8.2,AGN,126,1777,
313888627209797741,9.2,AGN,173,1,
313871013221236971,9.2,AGN,227,2254,
313875415236608046,9.2,AGN,522,1,
313875415313678352,9.2,AGN,866,3753,
313871013233295836,9.2,SN,334,2018,-20.3
313875416861900874,9.2,AGN,14,884,
170028510679138458,9.2,AGN,330,1,
313875416770150985,9.2,AGN,765,1,
313871013275762803,9.2,AGN,81,2616,
313985345548451881,9.2,AGN,582,2507,
313875416772771924,9.2,SN,490,3088,-19.1
170028500571914364,9.2,AGN,474,1,
170019716282712162,9.2,AGN,543,2127,
313871013305647194,9.2,AGN,816,3161,
170028500577157241,9.2,AGN,482,1,
313871013358076033,9.2,AGN,573,1869,
170028500578205819,9.2,AGN,378,1,
170019716311023734,9.2,AGN,226,1499,
170028500579778677,9.2,AGN,790,1,
313853517493698564,9.2,AGN,517,3609,
313871013398970627,9.2,AGN,254,1,
313998569467543642,9.2,AGN,181,2467,
314011776421724393,9.2,AGN,418,1,
313871013410506774,9.2,AGN,305,1772,
313871014027591747,9.2,AGN,146,1415,
313875416786403443,9.2,AGN,133,1,
170028512833437837,9.2,AGN,98,1,
313871013411029389,9.2,AGN,570,1900,
170028510783996014,9.2,AGN,184,1,
314003014011584569,9.2,AGN,208,1762,
170019716433707059,9.2,AGN,208,1166,
170028500594458775,9.2,AGN,376,1,
313871014081069075,9.2,AGN,312,2167,
170050490773536825,9.2,AGN,69,4696,
170028510831706852,9.2,AGN,144,1,
313853517619527734,9.2,SN,681,2559,-18.6
313853517667238531,9.2,SN,536,2942,
170028500605468803,9.2,AGN,542,1,
313888627092357269,9.2,AGN,136,1,
313853517713899563,9.2,AGN,688,2956,
313967766083731604,9.2,AGN,95,1756,
313875416801083436,9.2,AGN,133,1257,
313875416801083495,9.2,AGN,667,1,
313853517746929694,9.2,SN,127,3171,
313871014309658809,9.2,SN,283,1,
170028500623818864,9.2,AGN,478,1,
313972182552150179,9.2,AGN,737,1,
170028500624343150,9.2,AGN,350,1,
170028510958059649,9.2,AGN,293,1,
170028511005769863,9.2,AGN,159,1,
170028512367345828,9.2,SN,189,1,
313853517842350110,9.2,AGN,821,2882,
170028512372064381,9.2,SN,79,1,
313875416810520729,9.2,AGN,247,1,
313967766245212208,9.2,AGN,149,1908,
313888627152650358,9.2,AGN,511,1,
170028510473093255,9.2,SN,551,1,
313972183225860228,9.2,AGN,41,1657,
170046091685789763,9.2,AGN,42,2224,
170028511061868705,9.2,SN,132,1,
170046091714101428,9.2,AGN,63,1,
313888627161039095,9.2,SN,82,1510,-18.2
313893021513416831,9.2,AGN,391,1,
170028512386220337,9.2,SN,82,1,
170028513232421569,9.2,SN,106,1,
170028513245528069,9.2,AGN,37,2460,
313853517966082127,9.2,AGN,752,2993,
313998569776873526,9.2,AGN,155,2026,
170046092145590301,9.2,AGN,31,3687,
313998569778446343,9.2,AGN,17,588,
170028512395657317,9.2,SN,170,1,
313871013083349073,9.2,AGN,67,1319,
170046092736987193,9.2,AGN,24,1331,
313972183255220274,9.2,AGN,101,964,
170028510499307684,9.2,AGN,452,1,
313875416817860719,9.2,AGN,229,1,
313871015516045385,9.2,AGN,40,1320,
313888627032588404,9.2,AGN,258,1,
170028511157813421,9.2,AGN,304,1,
313871013090164763,9.2,AGN,647,2120,
313888627168903351,9.2,AGN,773,1,
313853532974350370,9.2,AGN,822,3381,
313875416818909343,9.2,SN,329,1,
313871013096456236,9.2,SN,16,2046,-20.5
313972183413030926,9.2,AGN,267,1679,
170028512417677458,9.2,SN,229,1,
313998569902178423,9.2,SN,488,1,
313980948191903914,9.2,SN,26,1,-18.7
170028511195562115,9.2,AGN,168,1,
313871015564279897,9.2,AGN,344,1800,
313871015565328391,9.2,AGN,329,2238,
313875416821530743,9.2,AGN,555,1,
170046093709017251,9.2,AGN,30,1,
313871013106417890,9.2,AGN,37,2325,
313875416823103616,9.2,AGN,207,1,
170028510524997738,9.2,AGN,596,1,
313871013108514867,9.2,AGN,502,1306,
313998570007560345,9.2,AGN,133,782,
170028512425541693,9.2,AGN,60,2084,
313871013109039196,9.2,AGN,633,2244,
313871013109563488,9.2,AGN,368,1620,
313888627038879870,9.2,AGN,505,1,
170028512428163190,9.2,SN,227,1,
170028513578975335,9.2,SN,142,1,
313875416825725008,9.2,SN,181,1551,
170028512431833233,9.2,SN,85,1,
313888627040452754,9.2,SN,291,1,
313967766762160246,9.2,AGN,496,1,
170028510541774986,9.2,SN,381,1,
170028511350227062,9.2,AGN,325,1,
170046104813961430,9.2,AGN,54,1,
170028511351799953,9.2,AGN,230,1,
313888627189350500,9.2,AGN,396,1,
313888627047269146,9.2,AGN,128,2748,
170028510549115004,9.2,AGN,739,1,
170028510549639308,9.2,SN,236,1,
170028512527777903,9.2,SN,135,1,
313980948456144966,9.2,AGN,191,1180,
313853533240688680,9.2,AGN,452,2401,
313888627194593429,9.2,AGN,216,1,
313853533241213276,9.2,SN,285,2846,
313871013138923672,9.2,AGN,246,1,
313871013141020692,9.2,AGN,188,1252,
313853517414006786,9.2,AGN,450,3150,
170028510563270800,9.2,AGN,649,1,
313875415051010062,9.2,AGN,307,4488,
313871013152555114,9.2,AGN,108,1152,
313853533288398943,9.2,AGN,443,2462,
313963405616087073,9.2,SN,138,2727,-18.9
313875415078273053,9.2,AGN,543,2555,
313875415080370195,9.2,AGN,124,3820,
170028512573915253,9.2,AGN,143,1,
313888627203506297,9.2,SN,438,1,
170032902253314086,9.2,AGN,24,1637,
170028500537835649,9.2,AGN,286,2517,
313871013171429480,9.2,AGN,64,1150,
313875415190470672,9.2,SN,149,2317,-12.7
313963406224785425,9.2,AGN,451,2107,
313853517445464147,9.2,AGN,561,2111,
313875415236608044,9.2,AGN,673,4764,
313853517447036944,9.2,AGN,779,2559,
